Account,Line Item,Scenario,Year,Month,Amount,MonthNumber,MonthStartDate,MonthEndDate,Quarter
6001,  Salaries & Wages,Budget,2020,Oct,-837962.97,10,10/1/2020,10/31/2020,Q4
6002,  Payroll Taxes,Budget,2020,Oct,-117314.83,10,10/1/2020,10/31/2020,Q4
6003,  Rent,Budget,2020,Oct,-53911.66,10,10/1/2020,10/31/2020,Q4
6004,  Marketing,Budget,2020,Oct,-308479,10,10/1/2020,10/31/2020,Q4
6005,  Software & Subscriptions,Budget,2020,Oct,-26871.88,10,10/1/2020,10/31/2020,Q4
6006,  Travel,Budget,2020,Oct,-83970,10,10/1/2020,10/31/2020,Q4
7001,  Interest Income,Budget,2020,Oct,2875,10,10/1/2020,10/31/2020,Q4
7002,  Interest Expense,Budget,2020,Oct,-3802,10,10/1/2020,10/31/2020,Q4
4001,  Core,Budget,2020,Nov,1996180.6,11,11/1/2020,11/30/2020,Q4
4002,  Pro,Budget,2020,Nov,1562550.39,11,11/1/2020,11/30/2020,Q4
4010,  Services,Budget,2020,Nov,930065.05,11,11/1/2020,11/30/2020,Q4
5001,  Materials,Budget,2020,Nov,-1173927.97,11,11/1/2020,11/30/2020,Q4
5002,  Direct Labor,Budget,2020,Nov,-526900.85,11,11/1/2020,11/30/2020,Q4
5003,  Freight & Logistics,Budget,2020,Nov,-191650,11,11/1/2020,11/30/2020,Q4
6001,  Salaries & Wages,Budget,2020,Nov,-840941.55,11,11/1/2020,11/30/2020,Q4
6002,  Payroll Taxes,Budget,2020,Nov,-117732,11,11/1/2020,11/30/2020,Q4
6003,  Rent,Budget,2020,Nov,-54004.54,11,11/1/2020,11/30/2020,Q4
6004,  Marketing,Budget,2020,Nov,-323706.59,11,11/1/2020,11/30/2020,Q4
6005,  Software & Subscriptions,Budget,2020,Nov,-26324.18,11,11/1/2020,11/30/2020,Q4
6006,  Travel,Budget,2020,Nov,-85241.94,11,11/1/2020,11/30/2020,Q4
7001,  Interest Income,Budget,2020,Nov,2972,11,11/1/2020,11/30/2020,Q4
7002,  Interest Expense,Budget,2020,Nov,-3586.82,11,11/1/2020,11/30/2020,Q4
4001,  Core,Budget,2020,Dec,2023975.34,12,12/1/2020,12/31/2020,Q4
4002,  Pro,Budget,2020,Dec,1574569,12,12/1/2020,12/31/2020,Q4
4010,  Services,Budget,2020,Dec,876082,12,12/1/2020,12/31/2020,Q4
5001,  Materials,Budget,2020,Dec,-1174002.8,12,12/1/2020,12/31/2020,Q4
5002,  Direct Labor,Budget,2020,Dec,-531362.74,12,12/1/2020,12/31/2020,Q4
5003,  Freight & Logistics,Budget,2020,Dec,-187702,12,12/1/2020,12/31/2020,Q4
6001,  Salaries & Wages,Budget,2020,Dec,-848140.14,12,12/1/2020,12/31/2020,Q4
6002,  Payroll Taxes,Budget,2020,Dec,-118740,12,12/1/2020,12/31/2020,Q4
6003,  Rent,Budget,2020,Dec,-53859,12,12/1/2020,12/31/2020,Q4
6004,  Marketing,Budget,2020,Dec,-318968,12,12/1/2020,12/31/2020,Q4
6005,  Software & Subscriptions,Budget,2020,Dec,-26494,12,12/1/2020,12/31/2020,Q4
6006,  Travel,Budget,2020,Dec,-91873.02,12,12/1/2020,12/31/2020,Q4
7001,  Interest Income,Budget,2020,Dec,3420.55,12,12/1/2020,12/31/2020,Q4
7002,  Interest Expense,Budget,2020,Dec,-3380,12,12/1/2020,12/31/2020,Q4
4001,  Core,Actual,2021,Jan,1796170.25,1,1/1/2021,1/31/2021,Q1
4002,  Pro,Actual,2021,Jan,1375747.3,1,1/1/2021,1/31/2021,Q1
4010,  Services,Actual,2021,Jan,,1,1/1/2021,1/31/2021,Q1
5001,  Materials,Actual,2021,Jan,,1,1/1/2021,1/31/2021,Q1
5002,  Direct Labor,Actual,2021,Jan,-472582.29,1,1/1/2021,1/31/2021,Q1
5003,  Freight & Logistics,Actual,2021,Jan,-173329.11,1,1/1/2021,1/31/2021,Q1
6001,  Salaries & Wages,Actual,2021,Jan,-854293,1,1/1/2021,1/31/2021,Q1
6002,  Payroll Taxes,Actual,2021,Jan,-119601,1,1/1/2021,1/31/2021,Q1
6003,  Rent,Actual,2021,Jan,-55148.41,1,1/1/2021,1/31/2021,Q1
6004,  Marketing,Actual,2021,Jan,-253129.87,1,1/1/2021,1/31/2021,Q1
6005,  Software & Subscriptions,Actual,2021,Jan,-26762.48,1,1/1/2021,1/31/2021,Q1
6006,  Travel,Actual,2021,Jan,-59112,1,1/1/2021,1/31/2021,Q1
7001,  Interest Income,Actual,2021,Jan,3843.68,1,1/1/2021,1/31/2021,Q1
7002,  Interest Expense,Actual,2021,Jan,-4043.76,1,1/1/2021,1/31/2021,Q1
4001,  Core,Actual,2021,Feb,1920126,2,2/1/2021,2/28/2021,Q1
4002,  Pro,Actual,2021,Feb,1434686,2,2/1/2021,2/28/2021,Q1
4010,  Services,Actual,2021,Feb,824712.78,2,2/1/2021,2/28/2021,Q1
5001,  Materials,Actual,2021,Feb,-1095610,2,2/1/2021,2/28/2021,Q1
5002,  Direct Labor,Actual,2021,Feb,-493241,2,2/1/2021,2/28/2021,Q1
5003,  Freight & Logistics,Actual,2021,Feb,-176994.65,2,2/1/2021,2/28/2021,Q1
6001,  Salaries & Wages,Actual,2021,Feb,-855175.57,2,2/1/2021,2/28/2021,Q1
6002,  Payroll Taxes,Actual,2021,Feb,-119724.57,2,2/1/2021,2/28/2021,Q1
6003,  Rent,Actual,2021,Feb,-54735.19,2,2/1/2021,2/28/2021,Q1
6004,  Marketing,Actual,2021,Feb,-288768,2,2/1/2021,2/28/2021,Q1
6005,  Software & Subscriptions,Actual,2021,Feb,-26854,2,2/1/2021,2/28/2021,Q1
6006,  Travel,Actual,2021,Feb,-63125.71,2,2/1/2021,2/28/2021,Q1
7001,  Interest Income,Actual,2021,Feb,3275.05,2,2/1/2021,2/28/2021,Q1
7002,  Interest Expense,Actual,2021,Feb,-3515.99,2,2/1/2021,2/28/2021,Q1
4001,  Core,Actual,2021,Mar,1961106.35,3,3/1/2021,3/31/2021,Q1
4002,  Pro,Actual,2021,Mar,1554003,3,3/1/2021,3/31/2021,Q1
4010,  Services,Actual,2021,Mar,889906.04,3,3/1/2021,3/31/2021,Q1
5001,  Materials,Actual,2021,Mar,-1145758,3,3/1/2021,3/31/2021,Q1
5002,  Direct Labor,Actual,2021,Mar,-521350.71,3,3/1/2021,3/31/2021,Q1
5003,  Freight & Logistics,Actual,2021,Mar,-186981.17,3,3/1/2021,3/31/2021,Q1
6001,  Salaries & Wages,Actual,2021,Mar,-862021.33,3,3/1/2021,3/31/2021,Q1
6002,  Payroll Taxes,Actual,2021,Mar,-120682.98,3,3/1/2021,3/31/2021,Q1
6003,  Rent,Actual,2021,Mar,-55503.33,3,3/1/2021,3/31/2021,Q1
6004,  Marketing,Actual,2021,Mar,-274241.27,3,3/1/2021,3/31/2021,Q1
6005,  Software & Subscriptions,Actual,2021,Mar,-27358.55,3,3/1/2021,3/31/2021,Q1
6006,  Travel,Actual,2021,Mar,-69611.28,3,3/1/2021,3/31/2021,Q1
7001,  Interest Income,Actual,2021,Mar,2515,3,3/1/2021,3/31/2021,Q1
7002,  Interest Expense,Actual,2021,Mar,-3915.65,3,3/1/2021,3/31/2021,Q1
4001,  Core,Actual,2021,Apr,1884919.21,4,4/1/2021,4/30/2021,Q2
4002,  Pro,Actual,2021,Apr,1464329.09,4,4/1/2021,4/30/2021,Q2
4010,  Services,Actual,2021,Apr,879940.31,4,4/1/2021,4/30/2021,Q2
5001,  Materials,Actual,2021,Apr,,4,4/1/2021,4/30/2021,Q2
5002,  Direct Labor,Actual,2021,Apr,-493200,4,4/1/2021,4/30/2021,Q2
5003,  Freight & Logistics,Actual,2021,Apr,-179731,4,4/1/2021,4/30/2021,Q2
6001,  Salaries & Wages,Actual,2021,Apr,-853561.62,4,4/1/2021,4/30/2021,Q2
6002,  Payroll Taxes,Actual,2021,Apr,-119498.64,4,4/1/2021,4/30/2021,Q2
6003,  Rent,Actual,2021,Apr,-55123.52,4,4/1/2021,4/30/2021,Q2
6004,  Marketing,Actual,2021,Apr,-263039.69,4,4/1/2021,4/30/2021,Q2
6005,  Software & Subscriptions,Actual,2021,Apr,-26551.75,4,4/1/2021,4/30/2021,Q2
6006,  Travel,Actual,2021,Apr,-67793.76,4,4/1/2021,4/30/2021,Q2
7001,  Interest Income,Actual,2021,Apr,2828,4,4/1/2021,4/30/2021,Q2
7002,  Interest Expense,Actual,2021,Apr,-4132.09,4,4/1/2021,4/30/2021,Q2
4001,  Core,Actual,2021,May,1972523.28,5,5/1/2021,5/31/2021,Q2
4002,  Pro,Actual,2021,May,1468908.18,5,5/1/2021,5/31/2021,Q2
4010,  Services,Actual,2021,May,908251.11,5,5/1/2021,5/31/2021,Q2
5001,  Materials,Actual,2021,May,-1142771.44,5,5/1/2021,5/31/2021,Q2
5002,  Direct Labor,Actual,2021,May,-507136.91,5,5/1/2021,5/31/2021,Q2
5003,  Freight & Logistics,Actual,2021,May,-185267.11,5,5/1/2021,5/31/2021,Q2
6001,  Salaries & Wages,Actual,2021,May,-851373.32,5,5/1/2021,5/31/2021,Q2
6002,  Payroll Taxes,Actual,2021,May,-119192.27,5,5/1/2021,5/31/2021,Q2
6003,  Rent,Actual,2021,May,-55130.61,5,5/1/2021,5/31/2021,Q2
6004,  Marketing,Actual,2021,May,-277381.42,5,5/1/2021,5/31/2021,Q2
6005,  Software & Subscriptions,Actual,2021,May,-27316.11,5,5/1/2021,5/31/2021,Q2
6006,  Travel,Actual,2021,May,-62865.46,5,5/1/2021,5/31/2021,Q2
7001,  Interest Income,Actual,2021,May,2336.97,5,5/1/2021,5/31/2021,Q2
7002,  Interest Expense,Actual,2021,May,-3129,5,5/1/2021,5/31/2021,Q2
4001,  Core,Actual,2021,Jun,2098190.97,6,6/1/2021,6/30/2021,Q2
4002,  Pro,Actual,2021,Jun,1584932.38,6,6/1/2021,6/30/2021,Q2
4010,  Services,Actual,2021,Jun,911130.17,6,6/1/2021,6/30/2021,Q2
5001,  Materials,Actual,2021,Jun,,6,6/1/2021,6/30/2021,Q2
5002,  Direct Labor,Actual,2021,Jun,-541597.64,6,6/1/2021,6/30/2021,Q2
5003,  Freight & Logistics,Actual,2021,Jun,-200404.85,6,6/1/2021,6/30/2021,Q2
6001,  Salaries & Wages,Actual,2021,Jun,-860771.23,6,6/1/2021,6/30/2021,Q2
6002,  Payroll Taxes,Actual,2021,Jun,-120507.97,6,6/1/2021,6/30/2021,Q2
6003,  Rent,Actual,2021,Jun,-54524.25,6,6/1/2021,6/30/2021,Q2
6004,  Marketing,Actual,2021,Jun,-322320.24,6,6/1/2021,6/30/2021,Q2
6005,  Software & Subscriptions,Actual,2021,Jun,-27050,6,6/1/2021,6/30/2021,Q2
6006,  Travel,Actual,2021,Jun,-63289.97,6,6/1/2021,6/30/2021,Q2
7001,  Interest Income,Actual,2021,Jun,2931.67,6,6/1/2021,6/30/2021,Q2
7002,  Interest Expense,Actual,2021,Jun,-3664,6,6/1/2021,6/30/2021,Q2
4001,  Core,Actual,2021,Jul,2061524,7,7/1/2021,7/31/2021,Q3
4002,  Pro,Actual,2021,Jul,1501619.63,7,7/1/2021,7/31/2021,Q3
4010,  Services,Actual,2021,Jul,951279.88,7,7/1/2021,7/31/2021,Q3
5001,  Materials,Actual,2021,Jul,-1177959.68,7,7/1/2021,7/31/2021,Q3
5002,  Direct Labor,Actual,2021,Jul,-531947.31,7,7/1/2021,7/31/2021,Q3
5003,  Freight & Logistics,Actual,2021,Jul,-190659,7,7/1/2021,7/31/2021,Q3
6001,  Salaries & Wages,Actual,2021,Jul,-859309.11,7,7/1/2021,7/31/2021,Q3
6002,  Payroll Taxes,Actual,2021,Jul,-120303,7,7/1/2021,7/31/2021,Q3
6003,  Rent,Actual,2021,Jul,-55389.77,7,7/1/2021,7/31/2021,Q3
6004,  Marketing,Actual,2021,Jul,-312054,7,7/1/2021,7/31/2021,Q3
6005,  Software & Subscriptions,Actual,2021,Jul,-27212.49,7,7/1/2021,7/31/2021,Q3
6006,  Travel,Actual,2021,Jul,-57302.75,7,7/1/2021,7/31/2021,Q3
7001,  Interest Income,Actual,2021,Jul,2783.96,7,7/1/2021,7/31/2021,Q3
7002,  Interest Expense,Actual,2021,Jul,-4400.32,7,7/1/2021,7/31/2021,Q3
4001,  Core,Actual,2021,Aug,1944309.39,8,8/1/2021,8/31/2021,Q3
4002,  Pro,Actual,2021,Aug,1542677.59,8,8/1/2021,8/31/2021,Q3
4010,  Services,Actual,2021,Aug,915968.42,8,8/1/2021,8/31/2021,Q3
5001,  Materials,Actual,2021,Aug,-1136642.28,8,8/1/2021,8/31/2021,Q3
5002,  Direct Labor,Actual,2021,Aug,-523820.1,8,8/1/2021,8/31/2021,Q3
5003,  Freight & Logistics,Actual,2021,Aug,-182433.81,8,8/1/2021,8/31/2021,Q3
6001,  Salaries & Wages,Actual,2021,Aug,-862849.1,8,8/1/2021,8/31/2021,Q3
6002,  Payroll Taxes,Actual,2021,Aug,-120799,8,8/1/2021,8/31/2021,Q3
6003,  Rent,Actual,2021,Aug,-55422.49,8,8/1/2021,8/31/2021,Q3
6004,  Marketing,Actual,2021,Aug,-277795,8,8/1/2021,8/31/2021,Q3
6005,  Software & Subscriptions,Actual,2021,Aug,-27589.81,8,8/1/2021,8/31/2021,Q3
6006,  Travel,Actual,2021,Aug,-69962.38,8,8/1/2021,8/31/2021,Q3
7001,  Interest Income,Actual,2021,Aug,2767.26,8,8/1/2021,8/31/2021,Q3
7002,  Interest Expense,Actual,2021,Aug,-3853.67,8,8/1/2021,8/31/2021,Q3
4001,  Core,Actual,2021,Sep,1845169.32,9,9/1/2021,9/30/2021,Q3
4002,  Pro,Actual,2021,Sep,1421409.17,9,9/1/2021,9/30/2021,Q3
4010,  Services,Actual,2021,Sep,913727.52,9,9/1/2021,9/30/2021,Q3
5001,  Materials,Actual,2021,Sep,-1084592,9,9/1/2021,9/30/2021,Q3
5002,  Direct Labor,Actual,2021,Sep,-486179.08,9,9/1/2021,9/30/2021,Q3
5003,  Freight & Logistics,Actual,2021,Sep,-179481,9,9/1/2021,9/30/2021,Q3
6001,  Salaries & Wages,Actual,2021,Sep,-882555.55,9,9/1/2021,9/30/2021,Q3
6002,  Payroll Taxes,Actual,2021,Sep,-123557.78,9,9/1/2021,9/30/2021,Q3
6003,  Rent,Actual,2021,Sep,-55133.49,9,9/1/2021,9/30/2021,Q3
6004,  Marketing,Actual,2021,Sep,-267156.52,9,9/1/2021,9/30/2021,Q3
6005,  Software & Subscriptions,Actual,2021,Sep,,9,9/1/2021,9/30/2021,Q3
6006,  Travel,Actual,2021,Sep,-59217.43,9,9/1/2021,9/30/2021,Q3
7001,  Interest Income,Actual,2021,Sep,2277.35,9,9/1/2021,9/30/2021,Q3
7002,  Interest Expense,Actual,2021,Sep,-4186.32,9,9/1/2021,9/30/2021,Q3
4001,  Core,Actual,2021,Oct,2167857.34,10,10/1/2021,10/31/2021,Q4
4002,  Pro,Actual,2021,Oct,1509669.47,10,10/1/2021,10/31/2021,Q4
4010,  Services,Actual,2021,Oct,916210.62,10,10/1/2021,10/31/2021,Q4
5001,  Materials,Actual,2021,Oct,-1174612.03,10,10/1/2021,10/31/2021,Q4
5002,  Direct Labor,Actual,2021,Oct,-539788.76,10,10/1/2021,10/31/2021,Q4
5003,  Freight & Logistics,Actual,2021,Oct,-198554,10,10/1/2021,10/31/2021,Q4
6001,  Salaries & Wages,Actual,2021,Oct,-865673,10,10/1/2021,10/31/2021,Q4
6002,  Payroll Taxes,Actual,2021,Oct,-121194.23,10,10/1/2021,10/31/2021,Q4
6003,  Rent,Actual,2021,Oct,-54854.27,10,10/1/2021,10/31/2021,Q4
6004,  Marketing,Actual,2021,Oct,-298037.23,10,10/1/2021,10/31/2021,Q4
6005,  Software & Subscriptions,Actual,2021,Oct,-27125,10,10/1/2021,10/31/2021,Q4
6006,  Travel,Actual,2021,Oct,-74705.9,10,10/1/2021,10/31/2021,Q4
7001,  Interest Income,Actual,2021,Oct,2659.65,10,10/1/2021,10/31/2021,Q4
7002,  Interest Expense,Actual,2021,Oct,-4606,10,10/1/2021,10/31/2021,Q4
4001,  Core,Actual,2021,Nov,2104303,11,11/1/2021,11/30/2021,Q4
4002,  Pro,Actual,2021,Nov,1633977.4,11,11/1/2021,11/30/2021,Q4
4010,  Services,Actual,2021,Nov,950544.51,11,11/1/2021,11/30/2021,Q4
5001,  Materials,Actual,2021,Nov,-1225345.72,11,11/1/2021,11/30/2021,Q4
5002,  Direct Labor,Actual,2021,Nov,-552595.27,11,11/1/2021,11/30/2021,Q4
5003,  Freight & Logistics,Actual,2021,Nov,-191779,11,11/1/2021,11/30/2021,Q4
6001,  Salaries & Wages,Actual,2021,Nov,-869181.72,11,11/1/2021,11/30/2021,Q4
6002,  Payroll Taxes,Actual,2021,Nov,-121685.44,11,11/1/2021,11/30/2021,Q4
6003,  Rent,Actual,2021,Nov,-54494.19,11,11/1/2021,11/30/2021,Q4
6004,  Marketing,Actual,2021,Nov,-277536.39,11,11/1/2021,11/30/2021,Q4
6005,  Software & Subscriptions,Actual,2021,Nov,-26743.37,11,11/1/2021,11/30/2021,Q4
6006,  Travel,Actual,2021,Nov,-68292.08,11,11/1/2021,11/30/2021,Q4
7001,  Interest Income,Actual,2021,Nov,2436,11,11/1/2021,11/30/2021,Q4
7002,  Interest Expense,Actual,2021,Nov,-3963.06,11,11/1/2021,11/30/2021,Q4
4001,  Core,Actual,2021,Dec,2200381.58,12,12/1/2021,12/31/2021,Q4
4002,  Pro,Actual,2021,Dec,1578891.6,12,12/1/2021,12/31/2021,Q4
4010,  Services,Actual,2021,Dec,994660.76,12,12/1/2021,12/31/2021,Q4
5001,  Materials,Actual,2021,Dec,-1244446.55,12,12/1/2021,12/31/2021,Q4
5002,  Direct Labor,Actual,2021,Dec,-563892.56,12,12/1/2021,12/31/2021,Q4
5003,  Freight & Logistics,Actual,2021,Dec,-201858.13,12,12/1/2021,12/31/2021,Q4
6001,  Salaries & Wages,Actual,2021,Dec,-854624.65,12,12/1/2021,12/31/2021,Q4
6002,  Payroll Taxes,Actual,2021,Dec,-119647.46,12,12/1/2021,12/31/2021,Q4
6003,  Rent,Actual,2021,Dec,-55193.42,12,12/1/2021,12/31/2021,Q4
6004,  Marketing,Actual,2021,Dec,-320859.73,12,12/1/2021,12/31/2021,Q4
6005,  Software & Subscriptions,Actual,2021,Dec,-26687,12,12/1/2021,12/31/2021,Q4
6006,  Travel,Actual,2021,Dec,-60844.36,12,12/1/2021,12/31/2021,Q4
7001,  Interest Income,Actual,2021,Dec,2257.09,12,12/1/2021,12/31/2021,Q4
7002,  Interest Expense,Actual,2021,Dec,-4116.05,12,12/1/2021,12/31/2021,Q4
4001,  Core,Budget,2021,Jan,1810555.8,1,1/1/2021,1/31/2021,Q1
4002,  Pro,Budget,2021,Jan,1387025.89,1,1/1/2021,1/31/2021,Q1
4010,  Services,Budget,2021,Jan,807251.43,1,1/1/2021,1/31/2021,Q1
5001,  Materials,Budget,2021,Jan,-1047599.07,1,1/1/2021,1/31/2021,Q1
5002,  Direct Labor,Budget,2021,Jan,-475201.66,1,1/1/2021,1/31/2021,Q1
5003,  Freight & Logistics,Budget,2021,Jan,-170183.6,1,1/1/2021,1/31/2021,Q1
6001,  Salaries & Wages,Budget,2021,Jan,-871839.49,1,1/1/2021,1/31/2021,Q1
6002,  Payroll Taxes,Budget,2021,Jan,-122057.52,1,1/1/2021,1/31/2021,Q1
6003,  Rent,Budget,2021,Jan,-55316.34,1,1/1/2021,1/31/2021,Q1
6004,  Marketing,Budget,2021,Jan,-292888.41,1,1/1/2021,1/31/2021,Q1
6005,  Software & Subscriptions,Budget,2021,Jan,-27030.59,1,1/1/2021,1/31/2021,Q1
6006,  Travel,Budget,2021,Jan,-81045.45,1,1/1/2021,1/31/2021,Q1
7001,  Interest Income,Budget,2021,Jan,3328.15,1,1/1/2021,1/31/2021,Q1
7002,  Interest Expense,Budget,2021,Jan,-3595.48,1,1/1/2021,1/31/2021,Q1
4001,  Core,Budget,2021,Feb,1918735.51,2,2/1/2021,2/28/2021,Q1
4002,  Pro,Budget,2021,Feb,1450937.04,2,2/1/2021,2/28/2021,Q1
4010,  Services,Budget,2021,Feb,801070.72,2,2/1/2021,2/28/2021,Q1
5001,  Materials,Budget,2021,Feb,-1092080.43,2,2/1/2021,2/28/2021,Q1
5002,  Direct Labor,Budget,2021,Feb,-490994.72,2,2/1/2021,2/28/2021,Q1
5003,  Freight & Logistics,Budget,2021,Feb,-175041.53,2,2/1/2021,2/28/2021,Q1
6001,  Salaries & Wages,Budget,2021,Feb,-868369,2,2/1/2021,2/28/2021,Q1
6002,  Payroll Taxes,Budget,2021,Feb,-121572,2,2/1/2021,2/28/2021,Q1
6003,  Rent,Budget,2021,Feb,-54940,2,2/1/2021,2/28/2021,Q1
6004,  Marketing,Budget,2021,Feb,-306264.86,2,2/1/2021,2/28/2021,Q1
6005,  Software & Subscriptions,Budget,2021,Feb,-27062.06,2,2/1/2021,2/28/2021,Q1
6006,  Travel,Budget,2021,Feb,-80023,2,2/1/2021,2/28/2021,Q1
7001,  Interest Income,Budget,2021,Feb,3188,2,2/1/2021,2/28/2021,Q1
7002,  Interest Expense,Budget,2021,Feb,-3925.6,2,2/1/2021,2/28/2021,Q1
4001,  Core,Budget,2021,Mar,1991313.63,3,3/1/2021,3/31/2021,Q1
4002,  Pro,Budget,2021,Mar,1568651.96,3,3/1/2021,3/31/2021,Q1
4010,  Services,Budget,2021,Mar,913979.81,3,3/1/2021,3/31/2021,Q1
5001,  Materials,Budget,2021,Mar,-1172746.68,3,3/1/2021,3/31/2021,Q1
5002,  Direct Labor,Budget,2021,Mar,-525451.95,3,3/1/2021,3/31/2021,Q1
5003,  Freight & Logistics,Budget,2021,Mar,-188320.47,3,3/1/2021,3/31/2021,Q1
6001,  Salaries & Wages,Budget,2021,Mar,-884289.05,3,3/1/2021,3/31/2021,Q1
6002,  Payroll Taxes,Budget,2021,Mar,-123800.46,3,3/1/2021,3/31/2021,Q1
6003,  Rent,Budget,2021,Mar,-55374.65,3,3/1/2021,3/31/2021,Q1
6004,  Marketing,Budget,2021,Mar,-323656.03,3,3/1/2021,3/31/2021,Q1
6005,  Software & Subscriptions,Budget,2021,Mar,-26943.94,3,3/1/2021,3/31/2021,Q1
6006,  Travel,Budget,2021,Mar,-95739.98,3,3/1/2021,3/31/2021,Q1
7001,  Interest Income,Budget,2021,Mar,3466.57,3,3/1/2021,3/31/2021,Q1
7002,  Interest Expense,Budget,2021,Mar,-3646.76,3,3/1/2021,3/31/2021,Q1
4001,  Core,Budget,2021,Apr,1896151.72,4,4/1/2021,4/30/2021,Q2
4002,  Pro,Budget,2021,Apr,1494869.75,4,4/1/2021,4/30/2021,Q2
4010,  Services,Budget,2021,Apr,898526.63,4,4/1/2021,4/30/2021,Q2
5001,  Materials,Budget,2021,Apr,,4,4/1/2021,4/30/2021,Q2
5002,  Direct Labor,Budget,2021,Apr,-505397.91,4,4/1/2021,4/30/2021,Q2
5003,  Freight & Logistics,Budget,2021,Apr,-181512.66,4,4/1/2021,4/30/2021,Q2
6001,  Salaries & Wages,Budget,2021,Apr,-865272.36,4,4/1/2021,4/30/2021,Q2
6002,  Payroll Taxes,Budget,2021,Apr,-121138,4,4/1/2021,4/30/2021,Q2
6003,  Rent,Budget,2021,Apr,-55288.37,4,4/1/2021,4/30/2021,Q2
6004,  Marketing,Budget,2021,Apr,-303409.04,4,4/1/2021,4/30/2021,Q2
6005,  Software & Subscriptions,Budget,2021,Apr,-27329.58,4,4/1/2021,4/30/2021,Q2
6006,  Travel,Budget,2021,Apr,-86880.36,4,4/1/2021,4/30/2021,Q2
7001,  Interest Income,Budget,2021,Apr,,4,4/1/2021,4/30/2021,Q2
7002,  Interest Expense,Budget,2021,Apr,-3731.31,4,4/1/2021,4/30/2021,Q2
4001,  Core,Budget,2021,May,1993606.58,5,5/1/2021,5/31/2021,Q2
4002,  Pro,Budget,2021,May,1445839.16,5,5/1/2021,5/31/2021,Q2
4010,  Services,Budget,2021,May,920906,5,5/1/2021,5/31/2021,Q2
5001,  Materials,Budget,2021,May,-1129108.79,5,5/1/2021,5/31/2021,Q2
5002,  Direct Labor,Budget,2021,May,-510395.79,5,5/1/2021,5/31/2021,Q2
5003,  Freight & Logistics,Budget,2021,May,-179541.18,5,5/1/2021,5/31/2021,Q2
6001,  Salaries & Wages,Budget,2021,May,-875165.04,5,5/1/2021,5/31/2021,Q2
6002,  Payroll Taxes,Budget,2021,May,-122523.1,5,5/1/2021,5/31/2021,Q2
6003,  Rent,Budget,2021,May,-54891.59,5,5/1/2021,5/31/2021,Q2
6004,  Marketing,Budget,2021,May,-310376,5,5/1/2021,5/31/2021,Q2
6005,  Software & Subscriptions,Budget,2021,May,-27434.48,5,5/1/2021,5/31/2021,Q2
6006,  Travel,Budget,2021,May,-78576.71,5,5/1/2021,5/31/2021,Q2
7001,  Interest Income,Budget,2021,May,3155.66,5,5/1/2021,5/31/2021,Q2
7002,  Interest Expense,Budget,2021,May,-3856.33,5,5/1/2021,5/31/2021,Q2
4001,  Core,Budget,2021,Jun,2124750,6,6/1/2021,6/30/2021,Q2
4002,  Pro,Budget,2021,Jun,1618680.27,6,6/1/2021,6/30/2021,Q2
4010,  Services,Budget,2021,Jun,934999.41,6,6/1/2021,6/30/2021,Q2
5001,  Materials,Budget,2021,Jun,-1220949.6,6,6/1/2021,6/30/2021,Q2
5002,  Direct Labor,Budget,2021,Jun,-552392.43,6,6/1/2021,6/30/2021,Q2
5003,  Freight & Logistics,Budget,2021,Jun,-196684.87,6,6/1/2021,6/30/2021,Q2
6001,  Salaries & Wages,Budget,2021,Jun,-866705,6,6/1/2021,6/30/2021,Q2
6002,  Payroll Taxes,Budget,2021,Jun,-121339,6,6/1/2021,6/30/2021,Q2
6003,  Rent,Budget,2021,Jun,-55243.71,6,6/1/2021,6/30/2021,Q2
6004,  Marketing,Budget,2021,Jun,-329767.15,6,6/1/2021,6/30/2021,Q2
6005,  Software & Subscriptions,Budget,2021,Jun,-27218.87,6,6/1/2021,6/30/2021,Q2
6006,  Travel,Budget,2021,Jun,-94217.02,6,6/1/2021,6/30/2021,Q2
7001,  Interest Income,Budget,2021,Jun,2745.91,6,6/1/2021,6/30/2021,Q2
7002,  Interest Expense,Budget,2021,Jun,-3708.79,6,6/1/2021,6/30/2021,Q2
4001,  Core,Budget,2021,Jul,2069890.27,7,7/1/2021,7/31/2021,Q3
4002,  Pro,Budget,2021,Jul,1501486.67,7,7/1/2021,7/31/2021,Q3
4010,  Services,Budget,2021,Jul,972428.5,7,7/1/2021,7/31/2021,Q3
5001,  Materials,Budget,2021,Jul,-1179693.82,7,7/1/2021,7/31/2021,Q3
5002,  Direct Labor,Budget,2021,Jul,-534811.63,7,7/1/2021,7/31/2021,Q3
5003,  Freight & Logistics,Budget,2021,Jul,-191647.9,7,7/1/2021,7/31/2021,Q3
6001,  Salaries & Wages,Budget,2021,Jul,,7,7/1/2021,7/31/2021,Q3
6002,  Payroll Taxes,Budget,2021,Jul,-122063.46,7,7/1/2021,7/31/2021,Q3
6003,  Rent,Budget,2021,Jul,-55239.98,7,7/1/2021,7/31/2021,Q3
6004,  Marketing,Budget,2021,Jul,-320169.97,7,7/1/2021,7/31/2021,Q3
6005,  Software & Subscriptions,Budget,2021,Jul,-27104.89,7,7/1/2021,7/31/2021,Q3
6006,  Travel,Budget,2021,Jul,-88585,7,7/1/2021,7/31/2021,Q3
7001,  Interest Income,Budget,2021,Jul,2946.83,7,7/1/2021,7/31/2021,Q3
